------Mass density on XY plane (unit:g/cm^3)------
dx = 2.000, dy = 2.000, dz = 72.000
xpos   ypos   zpos   massDensity
27.000 93.000 36.000 1.321252
27.000 95.000 36.000 0.819337
27.000 97.000 36.000 0.554221
27.000 99.000 36.000 1.136759
27.000 101.000 36.000 0.560032
27.000 103.000 36.000 1.021265
27.000 105.000 36.000 0.744526
27.000 107.000 36.000 1.258064
27.000 109.000 36.000 1.234817
27.000 111.000 36.000 0.519350
27.000 113.000 36.000 1.327064
27.000 115.000 36.000 1.130947
29.000 1.000 36.000 0.905772
29.000 3.000 36.000 1.401875
29.000 5.000 36.000 0.934830
29.000 7.000 36.000 0.923207
29.000 9.000 36.000 1.038700
29.000 11.000 36.000 1.136759
29.000 13.000 36.000 0.652279
29.000 15.000 36.000 1.021265
29.000 17.000 36.000 0.623220
29.000 19.000 36.000 0.854207
29.000 21.000 36.000 0.744526
29.000 23.000 36.000 1.315440
29.000 25.000 36.000 0.854207
29.000 27.000 36.000 0.530974
29.000 29.000 36.000 1.136759
29.000 31.000 36.000 0.929019
29.000 33.000 36.000 0.715467
29.000 35.000 36.000 0.836772
29.000 37.000 36.000 0.456162
29.000 39.000 36.000 0.923207
29.000 41.000 36.000 0.761961
29.000 43.000 36.000 1.027077
29.000 45.000 36.000 0.634844
29.000 47.000 36.000 1.430934
29.000 49.000 36.000 0.727090
29.000 51.000 36.000 0.917395
29.000 53.000 36.000 1.032889
29.000 55.000 36.000 1.223193
29.000 57.000 36.000 0.958077
29.000 59.000 36.000 1.032889
29.000 61.000 36.000 0.813525
29.000 63.000 36.000 0.761961
29.000 65.000 36.000 1.027077
29.000 67.000 36.000 1.615427
29.000 69.000 36.000 0.865831
29.000 71.000 36.000 1.234817
29.000 73.000 36.000 0.923207
29.000 75.000 36.000 0.923207
29.000 77.000 36.000 0.830960
29.000 79.000 36.000 1.003830
29.000 81.000 36.000 1.240629
29.000 83.000 36.000 1.136759
29.000 85.000 36.000 1.050324
29.000 87.000 36.000 0.629032
29.000 89.000 36.000 0.905772
29.000 91.000 36.000 0.871643
29.000 93.000 36.000 0.911583
29.000 95.000 36.000 1.044512
29.000 97.000 36.000 0.634844
29.000 99.000 36.000 1.148382
29.000 101.000 36.000 1.205758
29.000 103.000 36.000 0.854207
29.000 105.000 36.000 0.952266
29.000 107.000 36.000 0.842584
29.000 109.000 36.000 0.715467
29.000 111.000 36.000 1.528992
29.000 113.000 36.000 0.548409
29.000 115.000 36.000 0.605785
31.000 1.000 36.000 1.113512
31.000 3.000 36.000 0.871643
31.000 5.000 36.000 0.369728
31.000 7.000 36.000 1.101888
31.000 9.000 36.000 1.015453
31.000 11.000 36.000 0.554221
31.000 13.000 36.000 1.032889
31.000 15.000 36.000 1.119323
31.000 17.000 36.000 1.038700
31.000 19.000 36.000 0.761961
31.000 21.000 36.000 0.744526
31.000 23.000 36.000 1.205758
31.000 25.000 36.000 0.750337
31.000 27.000 36.000 0.658091
31.000 29.000 36.000 0.819337
31.000 31.000 36.000 0.669714
31.000 33.000 36.000 0.819337
31.000 35.000 36.000 0.744526
31.000 37.000 36.000 0.848396
31.000 39.000 36.000 0.732902
31.000 41.000 36.000 1.015453
31.000 43.000 36.000 0.732902
31.000 45.000 36.000 0.652279
31.000 47.000 36.000 1.015453
31.000 49.000 36.000 0.825149
31.000 51.000 36.000 1.130947
31.000 53.000 36.000 0.444539
31.000 55.000 36.000 0.819337
31.000 57.000 36.000 0.836772
31.000 59.000 36.000 0.952266
31.000 61.000 36.000 0.917395
31.000 63.000 36.000 1.021265
31.000 65.000 36.000 1.130947
31.000 67.000 36.000 0.530974
31.000 69.000 36.000 1.246440
31.000 71.000 36.000 0.744526
31.000 73.000 36.000 1.125135
31.000 75.000 36.000 0.536785
31.000 77.000 36.000 1.032889
31.000 79.000 36.000 0.450351
31.000 81.000 36.000 0.940642
31.000 83.000 36.000 1.246440
31.000 85.000 36.000 0.744526
31.000 87.000 36.000 0.715467
31.000 89.000 36.000 0.958077
31.000 91.000 36.000 0.813525
31.000 93.000 36.000 0.738714
31.000 95.000 36.000 0.709655
31.000 97.000 36.000 0.929019
31.000 99.000 36.000 1.217382
31.000 101.000 36.000 0.836772
31.000 103.000 36.000 0.785208
31.000 105.000 36.000 1.107700
31.000 107.000 36.000 0.952266
31.000 109.000 36.000 0.738714
31.000 111.000 36.000 0.767773
31.000 113.000 36.000 1.217382
31.000 115.000 36.000 0.958077
33.000 1.000 36.000 1.032889
33.000 3.000 36.000 0.923207
33.000 5.000 36.000 1.125135
33.000 7.000 36.000 0.663903
33.000 9.000 36.000 1.130947
33.000 11.000 36.000 1.027077
33.000 13.000 36.000 0.554221
33.000 15.000 36.000 0.946454
33.000 17.000 36.000 0.923207
33.000 19.000 36.000 1.044512
33.000 21.000 36.000 1.101888
33.000 23.000 36.000 0.669714
33.000 25.000 36.000 1.107700
33.000 27.000 36.000 1.332875
33.000 29.000 36.000 0.634844
33.000 31.000 36.000 1.107700
33.000 33.000 36.000 0.842584
33.000 35.000 36.000 0.750337
33.000 37.000 36.000 0.992206
33.000 39.000 36.000 0.848396
33.000 41.000 36.000 1.027077
33.000 43.000 36.000 0.848396
33.000 45.000 36.000 0.923207
33.000 47.000 36.000 0.421292
33.000 49.000 36.000 1.044512
33.000 51.000 36.000 0.865831
33.000 53.000 36.000 1.107700
33.000 55.000 36.000 0.929019
33.000 57.000 36.000 0.940642
33.000 59.000 36.000 0.756149
33.000 61.000 36.000 0.640655
33.000 63.000 36.000 1.148382
33.000 65.000 36.000 1.067759
33.000 67.000 36.000 1.009642
33.000 69.000 36.000 0.646467
33.000 71.000 36.000 1.240629
33.000 73.000 36.000 0.934830
33.000 75.000 36.000 0.542597
33.000 77.000 36.000 0.525162
33.000 79.000 36.000 0.617408
33.000 81.000 36.000 0.611597
33.000 83.000 36.000 0.427104
33.000 85.000 36.000 1.003830
33.000 87.000 36.000 0.871643
33.000 89.000 36.000 0.917395
33.000 91.000 36.000 0.929019
33.000 93.000 36.000 0.842584
33.000 95.000 36.000 0.738714
33.000 97.000 36.000 1.032889
33.000 99.000 36.000 0.715467
33.000 101.000 36.000 0.963889
33.000 103.000 36.000 1.205758
33.000 105.000 36.000 0.761961
33.000 107.000 36.000 1.101888
33.000 109.000 36.000 0.629032
33.000 111.000 36.000 0.894148
33.000 113.000 36.000 0.548409
33.000 115.000 36.000 0.819337
35.000 1.000 36.000 0.923207
35.000 3.000 36.000 1.107700
35.000 5.000 36.000 0.848396
35.000 7.000 36.000 1.482498
35.000 9.000 36.000 0.860019
35.000 11.000 36.000 0.738714
35.000 13.000 36.000 0.744526
35.000 15.000 36.000 1.327064
35.000 17.000 36.000 0.854207
35.000 19.000 36.000 1.084453
35.000 21.000 36.000 1.154194
35.000 23.000 36.000 0.911583
35.000 25.000 36.000 0.773584
35.000 27.000 36.000 0.807713
35.000 29.000 36.000 0.929019
35.000 31.000 36.000 0.934830
35.000 33.000 36.000 1.044512
35.000 35.000 36.000 0.738714
35.000 37.000 36.000 1.032889
35.000 39.000 36.000 0.825149
35.000 41.000 36.000 0.934830
35.000 43.000 36.000 0.554221
35.000 45.000 36.000 0.807713
35.000 47.000 36.000 0.842584
35.000 49.000 36.000 0.525162
35.000 51.000 36.000 1.021265
35.000 53.000 36.000 0.721279
35.000 55.000 36.000 0.830960
35.000 57.000 36.000 0.727090
35.000 59.000 36.000 1.125135
35.000 61.000 36.000 0.860019
35.000 63.000 36.000 1.050324
35.000 65.000 36.000 0.825149
35.000 67.000 36.000 0.836772
35.000 69.000 36.000 1.015453
35.000 71.000 36.000 0.501915
35.000 73.000 36.000 0.629032
35.000 75.000 36.000 0.813525
35.000 77.000 36.000 0.807713
35.000 79.000 36.000 0.617408
35.000 81.000 36.000 0.905772
35.000 83.000 36.000 0.865831
35.000 85.000 36.000 0.917395
35.000 87.000 36.000 1.199946
35.000 89.000 36.000 0.640655
35.000 91.000 36.000 0.658091
35.000 93.000 36.000 0.623220
35.000 95.000 36.000 0.565844
35.000 97.000 36.000 1.113512
35.000 99.000 36.000 0.617408
35.000 101.000 36.000 1.009642
35.000 103.000 36.000 0.715467
35.000 105.000 36.000 1.119323
35.000 107.000 36.000 0.756149
35.000 109.000 36.000 0.738714
35.000 111.000 36.000 0.854207
35.000 113.000 36.000 1.315440
35.000 115.000 36.000 0.842584
37.000 1.000 36.000 0.830960
37.000 3.000 36.000 0.456162
37.000 5.000 36.000 0.536785
37.000 7.000 36.000 0.819337
37.000 9.000 36.000 1.044512
37.000 11.000 36.000 1.332875
37.000 13.000 36.000 1.390251
37.000 15.000 36.000 0.536785
37.000 17.000 36.000 0.952266
37.000 19.000 36.000 0.634844
37.000 21.000 36.000 1.142570
37.000 23.000 36.000 0.836772
37.000 25.000 36.000 0.761961
37.000 27.000 36.000 0.929019
37.000 29.000 36.000 1.067759
37.000 31.000 36.000 0.801902
37.000 33.000 36.000 0.929019
37.000 35.000 36.000 0.732902
37.000 37.000 36.000 0.623220
37.000 39.000 36.000 1.015453
37.000 41.000 36.000 0.623220
37.000 43.000 36.000 0.923207
37.000 45.000 36.000 0.738714
37.000 47.000 36.000 1.009642
37.000 49.000 36.000 0.819337
37.000 51.000 36.000 0.634844
37.000 53.000 36.000 0.346481
37.000 55.000 36.000 0.623220
37.000 57.000 36.000 0.813525
37.000 59.000 36.000 0.836772
37.000 61.000 36.000 0.715467
37.000 63.000 36.000 0.634844
37.000 65.000 36.000 1.027077
37.000 67.000 36.000 0.560032
37.000 69.000 36.000 0.756149
37.000 71.000 36.000 0.801902
37.000 73.000 36.000 0.813525
37.000 75.000 36.000 0.542597
37.000 77.000 36.000 0.340669
37.000 79.000 36.000 0.813525
37.000 81.000 36.000 0.427104
37.000 83.000 36.000 0.946454
37.000 85.000 36.000 0.738714
37.000 87.000 36.000 0.230987
37.000 89.000 36.000 0.409668
37.000 91.000 36.000 1.009642
37.000 93.000 36.000 0.513538
37.000 95.000 36.000 0.796090
37.000 97.000 36.000 0.934830
37.000 99.000 36.000 1.338687
37.000 101.000 36.000 0.571656
37.000 103.000 36.000 1.113512
37.000 105.000 36.000 0.963889
37.000 107.000 36.000 1.125135
37.000 109.000 36.000 0.854207
37.000 111.000 36.000 1.258064
37.000 113.000 36.000 0.721279
37.000 115.000 36.000 0.842584
39.000 1.000 36.000 0.825149
39.000 3.000 36.000 1.130947
39.000 5.000 36.000 1.229005
39.000 7.000 36.000 1.050324
39.000 9.000 36.000 0.634844
39.000 11.000 36.000 0.444539
39.000 13.000 36.000 1.309628
39.000 15.000 36.000 0.761961
39.000 17.000 36.000 0.946454
39.000 19.000 36.000 1.223193
39.000 21.000 36.000 0.640655
39.000 23.000 36.000 0.882525
39.000 25.000 36.000 0.934830
39.000 27.000 36.000 0.836772
39.000 29.000 36.000 0.715467
39.000 31.000 36.000 1.384440
39.000 33.000 36.000 0.640655
39.000 35.000 36.000 1.021265
39.000 37.000 36.000 0.958077
39.000 39.000 36.000 0.617408
39.000 41.000 36.000 0.646467
39.000 43.000 36.000 0.807713
39.000 45.000 36.000 0.242611
39.000 47.000 36.000 0.807713
39.000 49.000 36.000 0.548409
39.000 51.000 36.000 0.634844
39.000 53.000 36.000 1.084453
39.000 55.000 36.000 0.432915
39.000 57.000 36.000 1.113512
39.000 59.000 36.000 0.721279
39.000 61.000 36.000 0.842584
39.000 63.000 36.000 0.830960
39.000 65.000 36.000 0.721279
39.000 67.000 36.000 0.599973
39.000 69.000 36.000 0.623220
39.000 71.000 36.000 0.525162
39.000 73.000 36.000 0.207740
39.000 75.000 36.000 0.334857
39.000 77.000 36.000 0.611597
39.000 79.000 36.000 0.611597
39.000 81.000 36.000 0.813525
39.000 83.000 36.000 0.738714
39.000 85.000 36.000 0.692220
39.000 87.000 36.000 0.098058
39.000 89.000 36.000 0.011624
39.000 91.000 36.000 0.017435
39.000 93.000 36.000 0.000000
39.000 95.000 36.000 0.011624
39.000 97.000 36.000 0.115494
39.000 99.000 36.000 0.207740
39.000 101.000 36.000 1.217382
39.000 103.000 36.000 0.323234
39.000 105.000 36.000 0.530974
39.000 107.000 36.000 1.217382
39.000 109.000 36.000 0.519350
39.000 111.000 36.000 1.350311
39.000 113.000 36.000 0.929019
39.000 115.000 36.000 0.836772
41.000 1.000 36.000 0.934830
41.000 3.000 36.000 1.234817
41.000 5.000 36.000 0.467786
41.000 7.000 36.000 0.727090
41.000 9.000 36.000 1.223193
41.000 11.000 36.000 1.171629
41.000 13.000 36.000 0.675526
41.000 15.000 36.000 1.627050
41.000 17.000 36.000 1.194135
41.000 19.000 36.000 0.046494
41.000 21.000 36.000 1.101888
41.000 23.000 36.000 0.346481
41.000 25.000 36.000 0.127117
41.000 27.000 36.000 1.321252
41.000 29.000 36.000 0.623220
41.000 31.000 36.000 0.161988
41.000 33.000 36.000 0.501915
41.000 35.000 36.000 0.207740
41.000 37.000 36.000 0.542597
41.000 39.000 36.000 0.894148
41.000 41.000 36.000 0.398045
41.000 43.000 36.000 0.634844
41.000 45.000 36.000 0.929019
41.000 47.000 36.000 0.334857
41.000 49.000 36.000 0.899960
41.000 51.000 36.000 0.501915
41.000 53.000 36.000 0.358104
41.000 55.000 36.000 0.640655
41.000 57.000 36.000 0.398045
41.000 59.000 36.000 0.732902
41.000 61.000 36.000 0.721279
41.000 63.000 36.000 0.617408
41.000 65.000 36.000 0.721279
41.000 67.000 36.000 0.530974
41.000 69.000 36.000 0.807713
41.000 71.000 36.000 0.461974
41.000 73.000 36.000 0.715467
41.000 75.000 36.000 0.605785
41.000 77.000 36.000 0.317422
41.000 79.000 36.000 0.421292
41.000 81.000 36.000 0.115494
41.000 83.000 36.000 0.207740
41.000 85.000 36.000 0.599973
41.000 87.000 36.000 0.103870
41.000 89.000 36.000 0.000000
41.000 91.000 36.000 0.000000
41.000 93.000 36.000 0.000000
41.000 95.000 36.000 0.000000
41.000 97.000 36.000 0.000000
41.000 99.000 36.000 0.000000
41.000 101.000 36.000 0.011624
41.000 103.000 36.000 0.000000
41.000 105.000 36.000 0.005812
41.000 107.000 36.000 0.103870
41.000 109.000 36.000 0.005812
41.000 111.000 36.000 0.236799
41.000 113.000 36.000 1.499933
41.000 115.000 36.000 0.542597
43.000 1.000 36.000 1.332875
43.000 3.000 36.000 0.836772
43.000 5.000 36.000 1.125135
43.000 7.000 36.000 0.958077
43.000 9.000 36.000 0.715467
43.000 11.000 36.000 0.738714
43.000 13.000 36.000 1.315440
43.000 15.000 36.000 0.519350
43.000 17.000 36.000 0.103870
43.000 19.000 36.000 0.000000
43.000 21.000 36.000 0.000000
43.000 23.000 36.000 0.000000
43.000 25.000 36.000 0.000000
43.000 27.000 36.000 0.011624
43.000 29.000 36.000 0.000000
43.000 31.000 36.000 0.000000
43.000 33.000 36.000 0.000000
43.000 35.000 36.000 0.000000
43.000 37.000 36.000 0.109682
43.000 39.000 36.000 0.011624
43.000 41.000 36.000 0.000000
43.000 43.000 36.000 0.403857
43.000 45.000 36.000 0.513538
43.000 47.000 36.000 0.421292
43.000 49.000 36.000 0.334857
43.000 51.000 36.000 0.242611
43.000 53.000 36.000 1.027077
43.000 55.000 36.000 0.525162
43.000 57.000 36.000 0.917395
43.000 59.000 36.000 0.548409
43.000 61.000 36.000 0.530974
43.000 63.000 36.000 0.727090
43.000 65.000 36.000 0.599973
43.000 67.000 36.000 0.617408
43.000 69.000 36.000 0.132929
43.000 71.000 36.000 0.311610
43.000 73.000 36.000 0.617408
43.000 75.000 36.000 0.525162
43.000 77.000 36.000 0.825149
43.000 79.000 36.000 0.207740
43.000 81.000 36.000 0.115494
43.000 83.000 36.000 0.109682
43.000 85.000 36.000 0.011624
43.000 87.000 36.000 0.005812
43.000 89.000 36.000 0.000000
43.000 91.000 36.000 0.000000
43.000 93.000 36.000 0.000000
43.000 95.000 36.000 0.000000
43.000 97.000 36.000 0.000000
43.000 99.000 36.000 0.000000
43.000 101.000 36.000 0.000000
43.000 103.000 36.000 0.000000
43.000 105.000 36.000 0.000000
43.000 107.000 36.000 0.000000
43.000 109.000 36.000 0.000000
43.000 111.000 36.000 0.000000
43.000 113.000 36.000 0.432915
43.000 115.000 36.000 1.056136
45.000 1.000 36.000 1.223193
45.000 3.000 36.000 0.738714
45.000 5.000 36.000 0.923207
45.000 7.000 36.000 1.032889
45.000 9.000 36.000 1.413498
45.000 11.000 36.000 0.646467
45.000 13.000 36.000 0.905772
45.000 15.000 36.000 0.132929
45.000 17.000 36.000 0.000000
45.000 19.000 36.000 0.000000
45.000 21.000 36.000 0.000000
45.000 23.000 36.000 0.000000
45.000 25.000 36.000 0.000000
45.000 27.000 36.000 0.000000
45.000 29.000 36.000 0.000000
45.000 31.000 36.000 0.000000
45.000 33.000 36.000 0.000000
45.000 35.000 36.000 0.000000
45.000 37.000 36.000 0.000000
45.000 39.000 36.000 0.000000
45.000 41.000 36.000 0.196117
45.000 43.000 36.000 0.323234
45.000 45.000 36.000 0.703843
45.000 47.000 36.000 0.242611
45.000 49.000 36.000 0.801902
45.000 51.000 36.000 0.323234
45.000 53.000 36.000 0.686408
45.000 55.000 36.000 0.530974
45.000 57.000 36.000 0.501915
45.000 59.000 36.000 0.127117
45.000 61.000 36.000 0.819337
45.000 63.000 36.000 0.513538
45.000 65.000 36.000 0.317422
45.000 67.000 36.000 0.305798
45.000 69.000 36.000 0.207740
45.000 71.000 36.000 0.398045
45.000 73.000 36.000 0.513538
45.000 75.000 36.000 0.801902
45.000 77.000 36.000 1.038700
45.000 79.000 36.000 0.611597
45.000 81.000 36.000 0.294175
45.000 83.000 36.000 0.115494
45.000 85.000 36.000 0.005812
45.000 87.000 36.000 0.000000
45.000 89.000 36.000 0.000000
45.000 91.000 36.000 0.000000
45.000 93.000 36.000 0.000000
45.000 95.000 36.000 0.000000
45.000 97.000 36.000 0.000000
45.000 99.000 36.000 0.000000
45.000 101.000 36.000 0.000000
45.000 103.000 36.000 0.000000
45.000 105.000 36.000 0.000000
45.000 107.000 36.000 0.000000
45.000 109.000 36.000 0.000000
45.000 111.000 36.000 0.000000
45.000 113.000 36.000 0.421292
45.000 115.000 36.000 1.027077
47.000 1.000 36.000 1.021265
47.000 3.000 36.000 0.721279
47.000 5.000 36.000 0.929019
47.000 7.000 36.000 0.836772
47.000 9.000 36.000 0.952266
47.000 11.000 36.000 0.646467
47.000 13.000 36.000 1.321252
47.000 15.000 36.000 0.011624
47.000 17.000 36.000 0.000000
47.000 19.000 36.000 0.000000
47.000 21.000 36.000 0.000000
47.000 23.000 36.000 0.000000
47.000 25.000 36.000 0.000000
47.000 27.000 36.000 0.000000
47.000 29.000 36.000 0.000000
47.000 31.000 36.000 0.000000
47.000 33.000 36.000 0.000000
47.000 35.000 36.000 0.000000
47.000 37.000 36.000 0.000000
47.000 39.000 36.000 0.000000
47.000 41.000 36.000 0.005812
47.000 43.000 36.000 0.409668
47.000 45.000 36.000 0.213552
47.000 47.000 36.000 0.288363
47.000 49.000 36.000 0.415480
47.000 51.000 36.000 0.329045
47.000 53.000 36.000 0.801902
47.000 55.000 36.000 0.421292
47.000 57.000 36.000 0.421292
47.000 59.000 36.000 0.299987
47.000 61.000 36.000 0.219364
47.000 63.000 36.000 0.409668
47.000 65.000 36.000 0.115494
47.000 67.000 36.000 0.115494
47.000 69.000 36.000 0.427104
47.000 71.000 36.000 0.121305
47.000 73.000 36.000 0.525162
47.000 75.000 36.000 0.542597
47.000 77.000 36.000 0.525162
47.000 79.000 36.000 0.709655
47.000 81.000 36.000 0.213552
47.000 83.000 36.000 0.311610
47.000 85.000 36.000 0.392233
47.000 87.000 36.000 0.000000
47.000 89.000 36.000 0.000000
47.000 91.000 36.000 0.000000
47.000 93.000 36.000 0.000000
47.000 95.000 36.000 0.000000
47.000 97.000 36.000 0.000000
47.000 99.000 36.000 0.000000
47.000 101.000 36.000 0.000000
47.000 103.000 36.000 0.000000
47.000 105.000 36.000 0.000000
47.000 107.000 36.000 0.000000
47.000 109.000 36.000 0.000000
47.000 111.000 36.000 0.000000
47.000 113.000 36.000 0.409668
47.000 115.000 36.000 0.577468
49.000 1.000 36.000 0.865831
49.000 3.000 36.000 1.027077
49.000 5.000 36.000 0.836772
49.000 7.000 36.000 1.211570
49.000 9.000 36.000 1.032889
49.000 11.000 36.000 0.640655
49.000 13.000 36.000 0.779396
49.000 15.000 36.000 1.084453
49.000 17.000 36.000 0.005812
49.000 19.000 36.000 0.000000
49.000 21.000 36.000 0.000000
49.000 23.000 36.000 0.000000
49.000 25.000 36.000 0.000000
49.000 27.000 36.000 0.000000
49.000 29.000 36.000 0.000000
49.000 31.000 36.000 0.000000
49.000 33.000 36.000 0.000000
49.000 35.000 36.000 0.000000
49.000 37.000 36.000 0.000000
49.000 39.000 36.000 0.000000
49.000 41.000 36.000 0.000000
49.000 43.000 36.000 0.398045
49.000 45.000 36.000 0.513538
49.000 47.000 36.000 0.230987
49.000 49.000 36.000 0.415480
49.000 51.000 36.000 0.415480
49.000 53.000 36.000 0.329045
49.000 55.000 36.000 0.323234
49.000 57.000 36.000 0.207740
49.000 59.000 36.000 0.103870
49.000 61.000 36.000 0.201928
49.000 63.000 36.000 0.329045
49.000 65.000 36.000 0.305798
49.000 67.000 36.000 0.311610
49.000 69.000 36.000 0.513538
49.000 71.000 36.000 0.513538
49.000 73.000 36.000 0.813525
49.000 75.000 36.000 0.427104
49.000 77.000 36.000 0.421292
49.000 79.000 36.000 0.225175
49.000 81.000 36.000 0.605785
49.000 83.000 36.000 0.530974
49.000 85.000 36.000 0.329045
49.000 87.000 36.000 0.000000
49.000 89.000 36.000 0.000000
49.000 91.000 36.000 0.000000
49.000 93.000 36.000 0.000000
49.000 95.000 36.000 0.000000
49.000 97.000 36.000 0.000000
49.000 99.000 36.000 0.000000
49.000 101.000 36.000 0.000000
49.000 103.000 36.000 0.000000
49.000 105.000 36.000 0.000000
49.000 107.000 36.000 0.000000
49.000 109.000 36.000 0.000000
49.000 111.000 36.000 0.000000
49.000 113.000 36.000 0.842584
49.000 115.000 36.000 1.211570
51.000 1.000 36.000 1.119323
51.000 3.000 36.000 0.727090
51.000 5.000 36.000 0.946454
51.000 7.000 36.000 1.044512
51.000 9.000 36.000 1.142570
51.000 11.000 36.000 0.917395
51.000 13.000 36.000 1.015453
51.000 15.000 36.000 0.427104
51.000 17.000 36.000 0.000000
51.000 19.000 36.000 0.000000
51.000 21.000 36.000 0.000000
51.000 23.000 36.000 0.000000
51.000 25.000 36.000 0.000000
51.000 27.000 36.000 0.000000
51.000 29.000 36.000 0.000000
51.000 31.000 36.000 0.000000
51.000 33.000 36.000 0.000000
51.000 35.000 36.000 0.000000
51.000 37.000 36.000 0.000000
51.000 39.000 36.000 0.000000
51.000 41.000 36.000 0.000000
51.000 43.000 36.000 0.727090
51.000 45.000 36.000 0.323234
51.000 47.000 36.000 0.196117
51.000 49.000 36.000 0.299987
51.000 51.000 36.000 0.311610
51.000 53.000 36.000 0.201928
51.000 55.000 36.000 0.109682
51.000 57.000 36.000 0.317422
51.000 59.000 36.000 0.103870
51.000 61.000 36.000 0.011624
51.000 63.000 36.000 0.288363
51.000 65.000 36.000 0.219364
51.000 67.000 36.000 0.709655
51.000 69.000 36.000 0.629032
51.000 71.000 36.000 0.513538
51.000 73.000 36.000 0.213552
51.000 75.000 36.000 0.415480
51.000 77.000 36.000 0.519350
51.000 79.000 36.000 0.201928
51.000 81.000 36.000 0.305798
51.000 83.000 36.000 0.594161
51.000 85.000 36.000 0.000000
51.000 87.000 36.000 0.000000
51.000 89.000 36.000 0.000000
51.000 91.000 36.000 0.000000
51.000 93.000 36.000 0.000000
51.000 95.000 36.000 0.000000
51.000 97.000 36.000 0.000000
51.000 99.000 36.000 0.000000
51.000 101.000 36.000 0.000000
51.000 103.000 36.000 0.000000
51.000 105.000 36.000 0.000000
51.000 107.000 36.000 0.000000
51.000 109.000 36.000 0.000000
51.000 111.000 36.000 0.000000
51.000 113.000 36.000 0.836772
51.000 115.000 36.000 0.825149
53.000 1.000 36.000 0.825149
53.000 3.000 36.000 1.101888
53.000 5.000 36.000 0.842584
53.000 7.000 36.000 1.021265
53.000 9.000 36.000 0.836772
53.000 11.000 36.000 1.056136
53.000 13.000 36.000 1.154194
53.000 15.000 36.000 0.023247
53.000 17.000 36.000 0.000000
53.000 19.000 36.000 0.000000
53.000 21.000 36.000 0.000000
53.000 23.000 36.000 0.000000
53.000 25.000 36.000 0.000000
53.000 27.000 36.000 0.000000
53.000 29.000 36.000 0.000000
53.000 31.000 36.000 0.000000
53.000 33.000 36.000 0.000000
53.000 35.000 36.000 0.000000
53.000 37.000 36.000 0.000000
53.000 39.000 36.000 0.000000
53.000 41.000 36.000 0.103870
53.000 43.000 36.000 0.940642
53.000 45.000 36.000 0.501915
53.000 47.000 36.000 0.299987
53.000 49.000 36.000 0.317422
53.000 51.000 36.000 0.294175
53.000 53.000 36.000 0.230987
53.000 55.000 36.000 0.507727
53.000 57.000 36.000 0.329045
53.000 59.000 36.000 0.213552
53.000 61.000 36.000 0.392233
53.000 63.000 36.000 0.421292
53.000 65.000 36.000 0.501915
53.000 67.000 36.000 0.403857
53.000 69.000 36.000 0.230987
53.000 71.000 36.000 0.698032
53.000 73.000 36.000 0.501915
53.000 75.000 36.000 0.115494
53.000 77.000 36.000 0.501915
53.000 79.000 36.000 0.525162
53.000 81.000 36.000 0.225175
53.000 83.000 36.000 0.121305
53.000 85.000 36.000 0.000000
53.000 87.000 36.000 0.000000
53.000 89.000 36.000 0.000000
53.000 91.000 36.000 0.000000
53.000 93.000 36.000 0.000000
53.000 95.000 36.000 0.000000
53.000 97.000 36.000 0.000000
53.000 99.000 36.000 0.000000
53.000 101.000 36.000 0.000000
53.000 103.000 36.000 0.000000
53.000 105.000 36.000 0.000000
53.000 107.000 36.000 0.000000
53.000 109.000 36.000 0.000000
53.000 111.000 36.000 0.011624
53.000 113.000 36.000 1.309628
53.000 115.000 36.000 0.669714
55.000 1.000 36.000 1.050324
55.000 3.000 36.000 0.560032
55.000 5.000 36.000 1.199946
55.000 7.000 36.000 0.542597
55.000 9.000 36.000 1.027077
55.000 11.000 36.000 1.113512
55.000 13.000 36.000 0.952266
55.000 15.000 36.000 0.513538
55.000 17.000 36.000 0.000000
55.000 19.000 36.000 0.000000
55.000 21.000 36.000 0.000000
55.000 23.000 36.000 0.000000
55.000 25.000 36.000 0.000000
55.000 27.000 36.000 0.000000
55.000 29.000 36.000 0.000000
55.000 31.000 36.000 0.000000
55.000 33.000 36.000 0.000000
55.000 35.000 36.000 0.000000
55.000 37.000 36.000 0.000000
55.000 39.000 36.000 0.000000
55.000 41.000 36.000 0.000000
55.000 43.000 36.000 0.219364
55.000 45.000 36.000 0.519350
55.000 47.000 36.000 0.115494
55.000 49.000 36.000 0.011624
55.000 51.000 36.000 0.213552
55.000 53.000 36.000 0.484480
55.000 55.000 36.000 0.334857
55.000 57.000 36.000 0.294175
55.000 59.000 36.000 0.299987
55.000 61.000 36.000 0.017435
55.000 63.000 36.000 0.115494
55.000 65.000 36.000 0.121305
55.000 67.000 36.000 0.409668
55.000 69.000 36.000 0.213552
55.000 71.000 36.000 0.207740
55.000 73.000 36.000 0.023247
55.000 75.000 36.000 0.103870
55.000 77.000 36.000 0.103870
55.000 79.000 36.000 0.011624
55.000 81.000 36.000 0.409668
55.000 83.000 36.000 0.611597
55.000 85.000 36.000 0.000000
55.000 87.000 36.000 0.000000
55.000 89.000 36.000 0.000000
55.000 91.000 36.000 0.000000
55.000 93.000 36.000 0.000000
55.000 95.000 36.000 0.000000
55.000 97.000 36.000 0.000000
55.000 99.000 36.000 0.000000
55.000 101.000 36.000 0.000000
55.000 103.000 36.000 0.000000
55.000 105.000 36.000 0.000000
